21601,23597
46989,5195
47306,6189
60460,1522
61874,7114
62905,677
63386,538
49262,1280
23188,38733
30549,22500
54529,1133
49067,4522
48014,4256
62367,1345
20785,35052
63119,33969
47980,1096
65109,38090
62440,1316
29325,15222
29047,3683
54416,1684
29175,378
46182,1927
46151,30921
28572,6531
46979,4733
48436,3764
22939,5398
46990,801
48701,1368
53144,27256
48315,26563
60504,37919
54311,33580
29020,22463
28308,405
62864,24108
29349,30129
65283,387
20839,214
24483,587
61044,232
65032,1792
29567,564
49270,5874
22308,12737
54915,41855
53540,169
20779,1182
48880,10669
30310,26912
49788,6609
61744,2031
49030,2523
28657,9488
48103,53057
63339,1145
49886,435
27530,40117
46960,1218
27964,545
61532,534
54113,3325
62885,839
48731,1683
22152,28550
62571,1532
30035,20396
62425,649
23662,12150
46967,98
62570,512
49012,3339
28621,10472
30126,37088
54495,7637
20684,1125
29730,52365
28753,11670
22728,3310
21914,765
49894,680
20202,0
63146,29262
63384,1955
49718,701
28021,13612
49806,627
62067,2401
23432,1538
27376,9386
48183,43182
21750,3766
28320,9229
23357,776
54409,13238
49241,2579
65322,587
23022,930
27356,3205
28709,2225
30557,4975
48217,8210
21835,507
53566,15217
62704,39831
54413,191
60016,59690
62284,636
27941,536
23138,953
29438,2408
28312,18538
20109,37265
46781,793
28102,78
61459,433
29385,7221
48348,23387
21403,30269
47264,1428
53039,4863
28783,1593
22731,139
28752,30600
48192,25883
62090,1189
21061,53684
54425,2036
63556,3779
29040,8767
48168,21781
28435,2490
49638,824
60155,7927
20680,1119
29592,1197
30274,31893
29471,1537
63536,851
28383,8080
21644,111
22735,2277
60463,14671
53598,2511
61773,477
48846,20269
61771,860
28651,7132
28556,963
49903,133
49458,119
21215,60161
53802,58
53048,3364
65280,243
29707,17742
27965,527
27869,2258
28395,2375
29045,21871
21037,20618
49728,334
62970,639
61424,100
22213,2936
21867,114
27950,2006
54902,22375
22737,2936
22060,8878
29374,3534
30506,41667
62278,6690
22520,5402
20637,5423
23359,776
48658,5138
61101,21593
27813,747
61845,364
61745,4408
23960,1990
62361,539
48034,12590
62265,4353
49068,14646
22304,44300
48063,4070
61554,43810
46356,17524
62520,1529
48042,27291
22740,1313
29712,2317
23893,454
49768,476
60505,76573
27958,10144
53402,33174
62850,381
30188,52380
46554,4942
28644,1494
21702,38847
61818,1665
23229,32283
29475,2874
53142,32375
28571,2585
20776,3289
48667,0
27814,1676
24460,1530
46158,23053
65046,1194
28333,11830
62665,1629
46635,6654
29404,1348
46556,7314
27401,21932
29581,4650
28115,34339
23123,1860
49805,336
61863,814
22942,8113
46394,12258
21557,1895
60468,6116
29451,4205
61937,2022
28665,2571
63036,1064
62629,12949
28016,13463
49825,299
61535,1629
48141,25366
28520,327
62935,1943
63056,2002
27828,9071
23455,47938
49315,19915
20744,50722
46068,2850
29624,14610
49128,3715
62561,5315
29376,6909
46161,2655
30122,21561
61051,1574
21226,7561
62818,330
49460,8126
28340,10765
28801,15019
21031,4
49614,2790
49727,7145
48127,36501
21028,3460
29671,18030
60620,72216
48467,2337
48070,6238
63546,1715
60051,25192
20373,131
28763,2725
22443,8083
21104,4601
49340,2912
23510,7031
53506,1125
20171,45887
29727,1650
49266,2942
65264,720
49749,4283
62957,996
21875,6467
61441,897
23035,1473
27105,39568
48307,41369
60952,684
49509,26720
62890,2882
29658,333
29439,2399
62356,571
53079,1413
48836,13510
48861,1522
62436,562
60110,38557
23824,7214
28766,1262
48092,25680
60706,23134
61368,1489
46045,93
48314,20245
23250,0
30143,21145
23235,30165
62344,138
61314,807
48237,29319
63373,603
23452,59321
23426,225
27520,36357
46968,73
53961,837
22714,1129
28540,49252
22729,1338
61755,4669
54943,1923
47880,67
27713,46660
20712,9031
54463,684
65039,2328
62964,1456
49436,1622
48060,40831
47451,1228
62417,3064
61467,1048
21779,983
21209,26465
30185,3892
30250,679
49089,1875
23962,670
28108,54
48064,4107
53543,1641
60456,4349
62972,1205
61375,1156
48346,22567
28006,1130
21113,30469
28551,14093
60550,1440
21790,100
48185,47618
62479,820
60637,49503
61018,1080
54234,1614
60526,13576
49871,510
46978,2059
27503,3471
47581,3883
61490,1091
21802,89
27249,12486
21035,7815
21624,143
27979,1719
28349,3724
21811,22550
30318,49736
61831,157
62293,4748
29435,4122
23350,3403
28779,16111
22843,2458
53150,24850
48633,210
23701,25161
48857,2453
53057,1928
54923,8733
60190,10663
61516,720
61820,36964
46580,21338
54406,3469
48165,6339
65058,1017
61760,2544
21622,558
49877,67
46543,3654
28663,614
22727,5547
60531,1902
60192,16343
49238,1735
49752,515
61367,864
54937,19112
61052,1148
61878,1433
62092,2979
28345,12592
29672,11868
28089,248
47441,9269
24412,131
62205,9329
21162,3655
23878,1118
27563,5008
49441,36308
48230,16976
48634,4371
49101,3104
22625,3641
53702,50
49271,2256
63140,294
48304,16009
30678,1294
27215,38807
65321,417
65351,2525
29018,3749
22726,776
47360,1546
27853,673
63465,407
28137,3120
62906,7276
65203,53307
62868,1872
30630,2438
22738,1149
62531,1792
20866,13344
27009,2647
62023,91
60064,15407
61607,10941
61734,2867
54154,5548
62534,1130
48017,11805
21250,3205
22627,637
20670,1014
62451,2156
63379,23348
63353,4593
60654,14875
53969,419
28039,116
20774,43013
54403,24272
49872,206
30022,64359
62627,992
23030,5128
61067,811
28478,4588
29324,167
29378,207
23065,1909
49457,10565
62992,1032
28318,4627
49117,3951
27581,3049
30548,15870
30145,8378
21801,29961
22043,24302
29055,4337
48133,5753
62262,1810
30005,34442
48180,63131
20032,35653
65263,1948
63439,127
28144,24734
21531,2227
47459,3795
20759,3355
28587,369
53066,33830
23015,4249
62983,1504
63044,10568
61359,312
62940,445
20708,25546
28694,7744
63042,19602
49654,690
30656,15133
54228,2682
30263,53008
23323,35906
62324,1361
61079,188
20405,0
28768,6813
62950,193
23606,29283
53813,6075
21703,32854
23954,2017
30627,2273
53178,2626
27023,11873
29079,151
46787,3893
23551,930
29449,7749
29410,17816
49873,120
48617,8857
46561,13343
21710,4515
29601,10550
62439,7536
48806,1676
28112,26311
63370,33
54476,18580
47876,394
49676,3407
23302,155
27258,6006
49847,998
54173,4095
49345,13040
62889,851
22719,395
60520,2886
49725,766
27605,4495
53505,354
29429,2737
27284,51136
21837,2614
28159,3108
21005,2112
48638,12922
62882,2331
61733,1124
30273,14709
48195,30047
48054,7339
30540,17297
28448,1243
48866,4851
28327,15433
63079,58
21647,289
27847,936
22448,599
29682,3818
21230,33568
23110,794
61447,924
30134,43356
28124,6622
63012,9973
23457,4289
20111,30590
27615,42166
27701,21288
63472,587
21409,20064
48432,636
28479,4903
53716,18419
54558,2177
62214,1229
63445,3911
61748,2782
60074,38985
23011,1429
28743,2125
20319,84
47978,11793
65327,227
53051,35651
61561,2788
62655,568
22534,2796
54956,42696
65236,1404
63336,1146
62963,611
28078,52133
53212,30416
62086,1437
28685,2076
49242,15248
61842,2984
62824,1761
49705,937
48234,36140
27027,4385
49282,372
27281,3100
30087,36761
23119,295
47561,1588
27514,32110
62314,611
61354,10870
49905,2005
48867,28264
62297,452
62006,648
22940,1119
49045,5598
28655,54996
20602,24955
20876,25496
62338,1473
20540,0
22976,339
49026,2186
60914,29107
53037,9260
49505,31216
48890,2152
49288,1384
53022,18920
60510,28897
30663,3032
28027,55435
29332,2435
27545,23006
48216,5645
62413,421
24479,1537
62249,15971
49675,1030
30062,62136
46986,1915
49428,25420
20115,5838
30217,9433
62829,72
49912,1081
62447,3404
28071,2802
62666,616
