GEO.display-label,GCT_STUB.display-label,HD01
New Hampshire,ZCTA 03833,20955
New Hampshire,ZCTA 03835,6786
New Hampshire,ZCTA 03836,1489
New Hampshire,ZCTA 03837,1519
New Hampshire,ZCTA 03838,1031
New Hampshire,ZCTA 03839,3735
New Hampshire,ZCTA 03840,3566
New Hampshire,ZCTA 03841,6334
New Hampshire,ZCTA 03842,15345
New Hampshire,ZCTA 03844,2238
New Hampshire,ZCTA 03845,991
New Hampshire,ZCTA 03846,799
New Hampshire,ZCTA 03847,294
New Hampshire,ZCTA 03848,6020
New Hampshire,ZCTA 03849,1585
New Hampshire,ZCTA 03850,372
New Hampshire,ZCTA 03851,4040
New Hampshire,ZCTA 03852,558
New Hampshire,ZCTA 03853,602
New Hampshire,ZCTA 03854,968
New Hampshire,ZCTA 03855,2638
New Hampshire,ZCTA 03856,1680
New Hampshire,ZCTA 03857,9006
New Hampshire,ZCTA 03858,4603
New Hampshire,ZCTA 03860,4056
New Hampshire,ZCTA 03861,4330
New Hampshire,ZCTA 03862,4278
New Hampshire,ZCTA 03864,1696
New Hampshire,ZCTA 03865,7609
New Hampshire,ZCTA 03867,20758
New Hampshire,ZCTA 03868,5323
New Hampshire,ZCTA 03869,2469
New Hampshire,ZCTA 03870,5162
New Hampshire,ZCTA 03871,136
New Hampshire,ZCTA 03872,3809
New Hampshire,ZCTA 03873,5711
New Hampshire,ZCTA 03874,8776
New Hampshire,ZCTA 03875,833
New Hampshire,ZCTA 03878,11824
New Hampshire,ZCTA 03882,1465
New Hampshire,ZCTA 03883,178
New Hampshire,ZCTA 03884,3964
New Hampshire,ZCTA 03885,7261
New Hampshire,ZCTA 03886,2112
New Hampshire,ZCTA 03887,2154
New Hampshire,ZCTA 03890,327
New Hampshire,ZCTA 03894,6314
New Jersey,New Jersey,8791894
New Jersey,ZCTA 07001,16305
New Jersey,ZCTA 07002,63031
New Jersey,ZCTA 07003,47312
New Jersey,ZCTA 07004,7440
New Jersey,ZCTA 07005,15269
New Jersey,ZCTA 07006,24812
New Jersey,ZCTA 07008,22844
New Jersey,ZCTA 07009,12411
New Jersey,ZCTA 07010,23594
New Jersey,ZCTA 07011,39710
New Jersey,ZCTA 07012,11703
New Jersey,ZCTA 07013,27051
New Jersey,ZCTA 07014,5184
New Jersey,ZCTA 07016,22625
New Jersey,ZCTA 07017,35945
New Jersey,ZCTA 07018,28322
New Jersey,ZCTA 07020,11513
New Jersey,ZCTA 07021,2091
New Jersey,ZCTA 07022,13835
New Jersey,ZCTA 07023,7318
New Jersey,ZCTA 07024,35353
New Jersey,ZCTA 07026,30555
New Jersey,ZCTA 07027,4226
New Jersey,ZCTA 07028,7618
New Jersey,ZCTA 07029,16026
New Jersey,ZCTA 07030,50005
New Jersey,ZCTA 07031,15392
New Jersey,ZCTA 07032,40684
New Jersey,ZCTA 07033,7914
New Jersey,ZCTA 07034,9360
New Jersey,ZCTA 07035,10607
New Jersey,ZCTA 07036,41970
New Jersey,ZCTA 07039,29358
New Jersey,ZCTA 07040,23876
New Jersey,ZCTA 07041,6868
New Jersey,ZCTA 07042,25599
New Jersey,ZCTA 07043,12138
New Jersey,ZCTA 07044,13584
New Jersey,ZCTA 07045,10127
New Jersey,ZCTA 07046,4194
New Jersey,ZCTA 07047,60773
New Jersey,ZCTA 07050,30074
New Jersey,ZCTA 07052,46182
New Jersey,ZCTA 07054,29305
New Jersey,ZCTA 07055,69816
New Jersey,ZCTA 07057,11335
New Jersey,ZCTA 07058,5372
New Jersey,ZCTA 07059,15311
New Jersey,ZCTA 07060,44998
New Jersey,ZCTA 07062,12949
New Jersey,ZCTA 07063,13538
New Jersey,ZCTA 07064,3723
New Jersey,ZCTA 07065,27346
New Jersey,ZCTA 07066,14756
New Jersey,ZCTA 07067,18036
New Jersey,ZCTA 07068,5819
New Jersey,ZCTA 07069,6157
New Jersey,ZCTA 07070,18061
New Jersey,ZCTA 07071,20554
New Jersey,ZCTA 07072,6127
New Jersey,ZCTA 07073,8913
New Jersey,ZCTA 07074,2708
New Jersey,ZCTA 07075,7626
New Jersey,ZCTA 07076,23480
New Jersey,ZCTA 07077,2766
New Jersey,ZCTA 07078,13250
New Jersey,ZCTA 07079,16316
New Jersey,ZCTA 07080,23377
New Jersey,ZCTA 07081,15808
New Jersey,ZCTA 07082,5384
New Jersey,ZCTA 07083,53053
New Jersey,ZCTA 07086,12554
New Jersey,ZCTA 07087,66515
New Jersey,ZCTA 07088,3606
New Jersey,ZCTA 07090,30338
New Jersey,ZCTA 07092,6730
New Jersey,ZCTA 07093,60884
New Jersey,ZCTA 07094,16264
New Jersey,ZCTA 07095,19844
New Jersey,ZCTA 07102,12579
New Jersey,ZCTA 07103,32698
New Jersey,ZCTA 07104,50478
New Jersey,ZCTA 07105,46983
New Jersey,ZCTA 07106,31298
New Jersey,ZCTA 07107,37650
New Jersey,ZCTA 07108,24386
New Jersey,ZCTA 07109,35897
New Jersey,ZCTA 07110,28351
New Jersey,ZCTA 07111,53942
New Jersey,ZCTA 07112,26417
New Jersey,ZCTA 07114,14748
New Jersey,ZCTA 07201,26263
New Jersey,ZCTA 07202,40849
New Jersey,ZCTA 07203,21085
New Jersey,ZCTA 07204,13297
New Jersey,ZCTA 07205,21398
New Jersey,ZCTA 07206,26636
New Jersey,ZCTA 07208,31219
New Jersey,ZCTA 07302,36352
New Jersey,ZCTA 07304,41233
New Jersey,ZCTA 07305,60104
New Jersey,ZCTA 07306,52669
New Jersey,ZCTA 07307,43812
New Jersey,ZCTA 07310,12838
New Jersey,ZCTA 07311,522
New Jersey,ZCTA 07401,6494
New Jersey,ZCTA 07403,7603
New Jersey,ZCTA 07405,17701
New Jersey,ZCTA 07407,19403
New Jersey,ZCTA 07410,32457
New Jersey,ZCTA 07416,5781
New Jersey,ZCTA 07417,10580
New Jersey,ZCTA 07418,2249
New Jersey,ZCTA 07419,9160
New Jersey,ZCTA 07420,4942
New Jersey,ZCTA 07421,7439
New Jersey,ZCTA 07422,6616
New Jersey,ZCTA 07423,4078
New Jersey,ZCTA 07424,26222
New Jersey,ZCTA 07430,25890
New Jersey,ZCTA 07432,7128
New Jersey,ZCTA 07435,2405
New Jersey,ZCTA 07436,12754
New Jersey,ZCTA 07438,11559
New Jersey,ZCTA 07439,2456
New Jersey,ZCTA 07440,4494
New Jersey,ZCTA 07442,11097
New Jersey,ZCTA 07444,11046
New Jersey,ZCTA 07446,14484
New Jersey,ZCTA 07450,24985
New Jersey,ZCTA 07452,11601
New Jersey,ZCTA 07456,12211
New Jersey,ZCTA 07457,3559
New Jersey,ZCTA 07458,11360
New Jersey,ZCTA 07460,3457
New Jersey,ZCTA 07461,19563
New Jersey,ZCTA 07462,6885
New Jersey,ZCTA 07463,9615
New Jersey,ZCTA 07465,6244
New Jersey,ZCTA 07470,54717
New Jersey,ZCTA 07480,16122
New Jersey,ZCTA 07481,16716
New Jersey,ZCTA 07495,0
New Jersey,ZCTA 07501,33543
New Jersey,ZCTA 07502,15406
New Jersey,ZCTA 07503,18723
New Jersey,ZCTA 07504,12882
New Jersey,ZCTA 07505,2256
New Jersey,ZCTA 07506,18791
New Jersey,ZCTA 07508,22600
New Jersey,ZCTA 07512,10804
New Jersey,ZCTA 07513,11508
New Jersey,ZCTA 07514,18289
New Jersey,ZCTA 07522,20883
New Jersey,ZCTA 07524,12709
New Jersey,ZCTA 07601,43010
New Jersey,ZCTA 07603,8187
New Jersey,ZCTA 07604,11842
New Jersey,ZCTA 07605,8950
New Jersey,ZCTA 07606,2310
New Jersey,ZCTA 07607,9555
New Jersey,ZCTA 07608,67
New Jersey,ZCTA 07620,1849
New Jersey,ZCTA 07621,26761
New Jersey,ZCTA 07624,8373
New Jersey,ZCTA 07626,8537
New Jersey,ZCTA 07627,4881
New Jersey,ZCTA 07628,17433
New Jersey,ZCTA 07630,7379
New Jersey,ZCTA 07631,27119
New Jersey,ZCTA 07632,5309
New Jersey,ZCTA 07640,4664
New Jersey,ZCTA 07641,3382
New Jersey,ZCTA 07642,10207
New Jersey,ZCTA 07643,10626
New Jersey,ZCTA 07644,24136
New Jersey,ZCTA 07645,7832
New Jersey,ZCTA 07646,16341
New Jersey,ZCTA 07647,5152
New Jersey,ZCTA 07648,5730
New Jersey,ZCTA 07649,7978
New Jersey,ZCTA 07650,19601
New Jersey,ZCTA 07652,26342
New Jersey,ZCTA 07656,8669
New Jersey,ZCTA 07657,11032
New Jersey,ZCTA 07660,12729
New Jersey,ZCTA 07661,11340
New Jersey,ZCTA 07662,5530
New Jersey,ZCTA 07663,13659
New Jersey,ZCTA 07666,39776
New Jersey,ZCTA 07670,14573
New Jersey,ZCTA 07675,26339
New Jersey,ZCTA 07676,9075
New Jersey,ZCTA 07677,5730
New Jersey,ZCTA 07701,23813
New Jersey,ZCTA 07702,3809
New Jersey,ZCTA 07703,690
New Jersey,ZCTA 07704,6133
New Jersey,ZCTA 07711,1533
New Jersey,ZCTA 07712,39158
New Jersey,ZCTA 07716,8574
New Jersey,ZCTA 07717,1901
New Jersey,ZCTA 07718,6263
New Jersey,ZCTA 07719,21538
New Jersey,ZCTA 07720,4298
New Jersey,ZCTA 07721,2974
New Jersey,ZCTA 07722,10209
New Jersey,ZCTA 07723,1020
New Jersey,ZCTA 07724,21710
New Jersey,ZCTA 07726,42508
New Jersey,ZCTA 07727,7050
New Jersey,ZCTA 07728,56257
New Jersey,ZCTA 07730,17396
New Jersey,ZCTA 07731,38304
New Jersey,ZCTA 07732,5189
New Jersey,ZCTA 07733,16849
New Jersey,ZCTA 07734,13269
New Jersey,ZCTA 07735,19569
New Jersey,ZCTA 07737,4264
New Jersey,ZCTA 07738,6095
New Jersey,ZCTA 07739,5938
New Jersey,ZCTA 07740,31038
New Jersey,ZCTA 07746,18666
New Jersey,ZCTA 07747,30770
New Jersey,ZCTA 07748,28030
New Jersey,ZCTA 07750,3279
New Jersey,ZCTA 07751,19736
New Jersey,ZCTA 07753,37554
New Jersey,ZCTA 07755,6363
New Jersey,ZCTA 07756,3342
New Jersey,ZCTA 07757,5356
New Jersey,ZCTA 07758,4967
New Jersey,ZCTA 07760,9283
New Jersey,ZCTA 07762,8403
New Jersey,ZCTA 07764,8097
New Jersey,ZCTA 07801,25386
New Jersey,ZCTA 07803,3651
New Jersey,ZCTA 07820,39
New Jersey,ZCTA 07821,9193
New Jersey,ZCTA 07822,887
New Jersey,ZCTA 07823,7571
New Jersey,ZCTA 07825,9555
New Jersey,ZCTA 07826,6180
New Jersey,ZCTA 07827,4244
New Jersey,ZCTA 07828,14150
New Jersey,ZCTA 07830,6503
New Jersey,ZCTA 07832,3903
New Jersey,ZCTA 07833,157
New Jersey,ZCTA 07834,17722
New Jersey,ZCTA 07836,12568
New Jersey,ZCTA 07838,3568
New Jersey,ZCTA 07840,29849
New Jersey,ZCTA 07842,130
New Jersey,ZCTA 07843,12241
New Jersey,ZCTA 07846,89
New Jersey,ZCTA 07847,1670
New Jersey,ZCTA 07848,5026
New Jersey,ZCTA 07849,9054
New Jersey,ZCTA 07850,6436
New Jersey,ZCTA 07851,119
New Jersey,ZCTA 07852,3609
New Jersey,ZCTA 07853,13325
New Jersey,ZCTA 07856,3944
New Jersey,ZCTA 07857,3244
New Jersey,ZCTA 07860,26288
New Jersey,ZCTA 07863,4332
New Jersey,ZCTA 07865,2189
New Jersey,ZCTA 07866,22098
New Jersey,ZCTA 07869,25291
New Jersey,ZCTA 07870,26
New Jersey,ZCTA 07871,21165
New Jersey,ZCTA 07874,8905
New Jersey,ZCTA 07876,10619
New Jersey,ZCTA 07878,934
New Jersey,ZCTA 07880,192
New Jersey,ZCTA 07881,16
New Jersey,ZCTA 07882,14492
New Jersey,ZCTA 07885,10078
New Jersey,ZCTA 07901,22806
New Jersey,ZCTA 07920,26747
New Jersey,ZCTA 07921,7621
New Jersey,ZCTA 07922,12246
New Jersey,ZCTA 07924,7534
New Jersey,ZCTA 07926,120
New Jersey,ZCTA 07927,3403
New Jersey,ZCTA 07928,19144
New Jersey,ZCTA 07930,8559
New Jersey,ZCTA 07931,3296
New Jersey,ZCTA 07932,9868
New Jersey,ZCTA 07933,3251
New Jersey,ZCTA 07934,1501
New Jersey,ZCTA 07935,313
New Jersey,ZCTA 07936,11157
New Jersey,ZCTA 07939,228
New Jersey,ZCTA 07940,17278
New Jersey,ZCTA 07945,9539
New Jersey,ZCTA 07946,3144
New Jersey,ZCTA 07950,19564
New Jersey,ZCTA 07960,43747
New Jersey,ZCTA 07961,4
New Jersey,ZCTA 07970,117
New Jersey,ZCTA 07974,11768
New Jersey,ZCTA 07976,754
New Jersey,ZCTA 07977,669
New Jersey,ZCTA 07979,589
New Jersey,ZCTA 07980,2307
New Jersey,ZCTA 07981,8865
New Jersey,ZCTA 08001,844
New Jersey,ZCTA 08002,22274
New Jersey,ZCTA 08003,30629
New Jersey,ZCTA 08004,12350
New Jersey,ZCTA 08005,22448
New Jersey,ZCTA 08006,518
New Jersey,ZCTA 08007,5250
New Jersey,ZCTA 08008,6975
New Jersey,ZCTA 08009,12854
New Jersey,ZCTA 08010,11539
New Jersey,ZCTA 08011,33
New Jersey,ZCTA 08012,38992
New Jersey,ZCTA 08014,504
New Jersey,ZCTA 08015,20763
New Jersey,ZCTA 08016,33540
New Jersey,ZCTA 08019,925
New Jersey,ZCTA 08020,2201
New Jersey,ZCTA 08021,44833
New Jersey,ZCTA 08022,8783
New Jersey,ZCTA 08023,451
New Jersey,ZCTA 08026,2274
New Jersey,ZCTA 08027,4888
New Jersey,ZCTA 08028,20078
New Jersey,ZCTA 08029,4784
New Jersey,ZCTA 08030,13410
New Jersey,ZCTA 08031,11584
New Jersey,ZCTA 08033,16261
New Jersey,ZCTA 08034,18151
New Jersey,ZCTA 08035,7566
New Jersey,ZCTA 08036,5917
New Jersey,ZCTA 08037,24308
New Jersey,ZCTA 08038,124
New Jersey,ZCTA 08039,137
New Jersey,ZCTA 08041,1002
New Jersey,ZCTA 08042,203
New Jersey,ZCTA 08043,29131
New Jersey,ZCTA 08045,2909
New Jersey,ZCTA 08046,31587
New Jersey,ZCTA 08048,12495
New Jersey,ZCTA 08049,5350
New Jersey,ZCTA 08050,24285
New Jersey,ZCTA 08051,10758
New Jersey,ZCTA 08052,19172
New Jersey,ZCTA 08053,45538
New Jersey,ZCTA 08054,41864
New Jersey,ZCTA 08055,27179
New Jersey,ZCTA 08056,4736
New Jersey,ZCTA 08057,21090
New Jersey,ZCTA 08059,5612
New Jersey,ZCTA 08060,24713
New Jersey,ZCTA 08061,2672
New Jersey,ZCTA 08062,15756
New Jersey,ZCTA 08063,3102
New Jersey,ZCTA 08064,311
New Jersey,ZCTA 08065,7398
New Jersey,ZCTA 08066,8437
New Jersey,ZCTA 08067,1635
New Jersey,ZCTA 08068,6727
New Jersey,ZCTA 08069,13076
New Jersey,ZCTA 08070,13059
New Jersey,ZCTA 08071,9551
New Jersey,ZCTA 08072,225
New Jersey,ZCTA 08073,203
New Jersey,ZCTA 08074,58
New Jersey,ZCTA 08075,28894
New Jersey,ZCTA 08077,18307
New Jersey,ZCTA 08078,8385
New Jersey,ZCTA 08079,10987
New Jersey,ZCTA 08080,37433
New Jersey,ZCTA 08081,50589
New Jersey,ZCTA 08083,9455
New Jersey,ZCTA 08084,7040
New Jersey,ZCTA 08085,18737
New Jersey,ZCTA 08086,7699
New Jersey,ZCTA 08087,24104
New Jersey,ZCTA 08088,24664
New Jersey,ZCTA 08089,4253
New Jersey,ZCTA 08090,8358
New Jersey,ZCTA 08091,5357
New Jersey,ZCTA 08092,3673
New Jersey,ZCTA 08093,9741
New Jersey,ZCTA 08094,39940
New Jersey,ZCTA 08095,236
New Jersey,ZCTA 08096,36116
New Jersey,ZCTA 08097,3293
New Jersey,ZCTA 08098,9090
New Jersey,ZCTA 08102,7565
New Jersey,ZCTA 08103,15190
New Jersey,ZCTA 08104,23851
New Jersey,ZCTA 08105,29077
New Jersey,ZCTA 08106,9874
New Jersey,ZCTA 08107,13675
New Jersey,ZCTA 08108,18045
New Jersey,ZCTA 08109,22407
New Jersey,ZCTA 08110,19008
New Jersey,ZCTA 08201,10007
New Jersey,ZCTA 08202,1444
New Jersey,ZCTA 08203,9454
New Jersey,ZCTA 08204,18557
New Jersey,ZCTA 08205,28626
New Jersey,ZCTA 08210,17167
New Jersey,ZCTA 08212,294
New Jersey,ZCTA 08215,13442
New Jersey,ZCTA 08217,70
New Jersey,ZCTA 08221,7092
New Jersey,ZCTA 08223,4125
New Jersey,ZCTA 08224,573
New Jersey,ZCTA 08225,8659
New Jersey,ZCTA 08226,11701
New Jersey,ZCTA 08230,5599
New Jersey,ZCTA 08232,19292
New Jersey,ZCTA 08234,42532
New Jersey,ZCTA 08240,2371
New Jersey,ZCTA 08241,1103
New Jersey,ZCTA 08242,3216
New Jersey,ZCTA 08243,2114
New Jersey,ZCTA 08244,10849
New Jersey,ZCTA 08246,92
New Jersey,ZCTA 08247,925
New Jersey,ZCTA 08248,158
New Jersey,ZCTA 08251,10364
New Jersey,ZCTA 08260,13661
New Jersey,ZCTA 08270,8492
New Jersey,ZCTA 08302,46872
New Jersey,ZCTA 08310,1670
New Jersey,ZCTA 08311,2057
New Jersey,ZCTA 08312,7875
New Jersey,ZCTA 08314,2511
New Jersey,ZCTA 08316,400
New Jersey,ZCTA 08317,1344
New Jersey,ZCTA 08318,12702
New Jersey,ZCTA 08319,1253
New Jersey,ZCTA 08320,1256
New Jersey,ZCTA 08321,247
New Jersey,ZCTA 08322,10524
New Jersey,ZCTA 08323,804
New Jersey,ZCTA 08324,526
New Jersey,ZCTA 08326,1761
New Jersey,ZCTA 08327,3070
New Jersey,ZCTA 08328,1347
New Jersey,ZCTA 08329,221
New Jersey,ZCTA 08330,28167
New Jersey,ZCTA 08332,36768
New Jersey,ZCTA 08340,979
New Jersey,ZCTA 08341,2239
New Jersey,ZCTA 08343,5030
New Jersey,ZCTA 08344,5847
New Jersey,ZCTA 08345,805
New Jersey,ZCTA 08346,843
New Jersey,ZCTA 08348,275
New Jersey,ZCTA 08349,2347
New Jersey,ZCTA 08350,825
New Jersey,ZCTA 08352,448
New Jersey,ZCTA 08353,516
New Jersey,ZCTA 08360,43355
New Jersey,ZCTA 08361,17352
New Jersey,ZCTA 08401,39554
New Jersey,ZCTA 08402,6354
New Jersey,ZCTA 08403,997
New Jersey,ZCTA 08406,10650
New Jersey,ZCTA 08501,6582
New Jersey,ZCTA 08502,11317
New Jersey,ZCTA 08505,17736
New Jersey,ZCTA 08510,5231
New Jersey,ZCTA 08511,826
New Jersey,ZCTA 08512,10105
New Jersey,ZCTA 08514,4477
New Jersey,ZCTA 08515,4637
New Jersey,ZCTA 08518,4986
New Jersey,ZCTA 08520,27869
New Jersey,ZCTA 08525,4767
New Jersey,ZCTA 08527,54392
New Jersey,ZCTA 08528,315
New Jersey,ZCTA 08530,8071
New Jersey,ZCTA 08533,6945
New Jersey,ZCTA 08534,12929
New Jersey,ZCTA 08535,5385
New Jersey,ZCTA 08536,20073
New Jersey,ZCTA 08540,47115
New Jersey,ZCTA 08542,5189
New Jersey,ZCTA 08550,19445
New Jersey,ZCTA 08551,5532
New Jersey,ZCTA 08553,682
New Jersey,ZCTA 08554,3818
New Jersey,ZCTA 08555,877
New Jersey,ZCTA 08558,6629
New Jersey,ZCTA 08559,4982
New Jersey,ZCTA 08560,3656
New Jersey,ZCTA 08561,226
New Jersey,ZCTA 08562,5371
New Jersey,ZCTA 08608,983
New Jersey,ZCTA 08609,13546
New Jersey,ZCTA 08610,30468
New Jersey,ZCTA 08611,28038
New Jersey,ZCTA 08618,38229
New Jersey,ZCTA 08619,22723
New Jersey,ZCTA 08620,14693
New Jersey,ZCTA 08628,9054
New Jersey,ZCTA 08629,12331
New Jersey,ZCTA 08638,22832
New Jersey,ZCTA 08640,7716
New Jersey,ZCTA 08641,3553
New Jersey,ZCTA 08648,32263
New Jersey,ZCTA 08690,18567
New Jersey,ZCTA 08691,15104
New Jersey,ZCTA 08701,92843
New Jersey,ZCTA 08720,843
New Jersey,ZCTA 08721,20512
New Jersey,ZCTA 08722,11045
New Jersey,ZCTA 08723,31641
New Jersey,ZCTA 08724,42352
New Jersey,ZCTA 08730,4774
New Jersey,ZCTA 08731,20009
New Jersey,ZCTA 08732,1484
New Jersey,ZCTA 08733,2752
New Jersey,ZCTA 08734,7651
New Jersey,ZCTA 08735,3114
New Jersey,ZCTA 08736,12578
New Jersey,ZCTA 08738,1042
New Jersey,ZCTA 08740,2010
New Jersey,ZCTA 08741,2488
New Jersey,ZCTA 08742,24405
New Jersey,ZCTA 08750,3528
New Jersey,ZCTA 08751,4212
New Jersey,ZCTA 08752,2074
New Jersey,ZCTA 08753,63678
New Jersey,ZCTA 08755,25302
New Jersey,ZCTA 08757,33217
New Jersey,ZCTA 08758,7043
New Jersey,ZCTA 08759,33263
New Jersey,ZCTA 08801,8551
New Jersey,ZCTA 08802,4067
New Jersey,ZCTA 08804,2771
New Jersey,ZCTA 08805,12254
New Jersey,ZCTA 08807,37972
New Jersey,ZCTA 08808,86
New Jersey,ZCTA 08809,6421
New Jersey,ZCTA 08810,8401
New Jersey,ZCTA 08812,14296
New Jersey,ZCTA 08816,46298
New Jersey,ZCTA 08817,44621
New Jersey,ZCTA 08820,39590
New Jersey,ZCTA 08821,354
New Jersey,ZCTA 08822,30354
New Jersey,ZCTA 08823,9016
New Jersey,ZCTA 08824,12115
New Jersey,ZCTA 08825,4707
New Jersey,ZCTA 08826,5838
New Jersey,ZCTA 08827,4629
New Jersey,ZCTA 08828,2178
New Jersey,ZCTA 08829,3725
New Jersey,ZCTA 08830,18459
New Jersey,ZCTA 08831,45620
New Jersey,ZCTA 08832,2863
New Jersey,ZCTA 08833,8796
New Jersey,ZCTA 08835,10344
New Jersey,ZCTA 08836,3845
New Jersey,ZCTA 08837,15847
New Jersey,ZCTA 08840,16558
New Jersey,ZCTA 08844,38367
New Jersey,ZCTA 08846,13635
New Jersey,ZCTA 08848,8435
New Jersey,ZCTA 08850,8281
New Jersey,ZCTA 08852,17220
New Jersey,ZCTA 08853,5247
New Jersey,ZCTA 08854,55961
New Jersey,ZCTA 08857,39898
New Jersey,ZCTA 08858,144
New Jersey,ZCTA 08859,21526
New Jersey,ZCTA 08861,53099
New Jersey,ZCTA 08863,12320
New Jersey,ZCTA 08865,29840
New Jersey,ZCTA 08867,5042
New Jersey,ZCTA 08869,6881
New Jersey,ZCTA 08872,18811
New Jersey,ZCTA 08873,49921
New Jersey,ZCTA 08876,22179
New Jersey,ZCTA 08879,23537
New Jersey,ZCTA 08880,4563
New Jersey,ZCTA 08882,16008
New Jersey,ZCTA 08884,8257
New Jersey,ZCTA 08886,7077
New Jersey,ZCTA 08887,1106
New Jersey,ZCTA 08889,10063
New Jersey,ZCTA 08890,17
New Jersey,ZCTA 08901,55223
New Jersey,ZCTA 08902,41153
New Jersey,ZCTA 08904,13982
New Mexico,New Mexico,2059179
New Mexico,ZCTA 79837 (part),60
New Mexico,ZCTA 81137 (part),156
New Mexico,ZCTA 86504 (part),754
New Mexico,ZCTA 86515 (part),1585
New Mexico,ZCTA 87001,3684
New Mexico,ZCTA 87002,22517
New Mexico,ZCTA 87004,10136
New Mexico,ZCTA 87005,799
New Mexico,ZCTA 87006,703
New Mexico,ZCTA 87007,1080
New Mexico,ZCTA 87008,2552
New Mexico,ZCTA 87010,1139
New Mexico,ZCTA 87011,84
New Mexico,ZCTA 87012,261
New Mexico,ZCTA 87013,5200
New Mexico,ZCTA 87014,654
New Mexico,ZCTA 87015,13105
New Mexico,ZCTA 87016,3730
New Mexico,ZCTA 87017,429
New Mexico,ZCTA 87018,522
New Mexico,ZCTA 87020,11347
New Mexico,ZCTA 87021,3472
New Mexico,ZCTA 87022,907
New Mexico,ZCTA 87023,665
New Mexico,ZCTA 87024,2214
New Mexico,ZCTA 87025,1237
New Mexico,ZCTA 87026,4063
New Mexico,ZCTA 87027,309
New Mexico,ZCTA 87028,145
New Mexico,ZCTA 87029,237
New Mexico,ZCTA 87031,44075
New Mexico,ZCTA 87032,291
New Mexico,ZCTA 87034,2207
New Mexico,ZCTA 87035,7268
New Mexico,ZCTA 87036,1868
New Mexico,ZCTA 87037,677
New Mexico,ZCTA 87038,616
New Mexico,ZCTA 87040,496
New Mexico,ZCTA 87041,881
New Mexico,ZCTA 87042,3644
New Mexico,ZCTA 87043,5052
New Mexico,ZCTA 87044,387
New Mexico,ZCTA 87045,1751
New Mexico,ZCTA 87046,186
New Mexico,ZCTA 87047,4894
New Mexico,ZCTA 87048,8682
New Mexico,ZCTA 87049,973
New Mexico,ZCTA 87051,969
New Mexico,ZCTA 87052,3182
New Mexico,ZCTA 87053,998
New Mexico,ZCTA 87056,954
New Mexico,ZCTA 87059,9604
New Mexico,ZCTA 87061,371
New Mexico,ZCTA 87062,1869
New Mexico,ZCTA 87063,323
New Mexico,ZCTA 87064,161
New Mexico,ZCTA 87068,4755
New Mexico,ZCTA 87070,42
New Mexico,ZCTA 87072,660
New Mexico,ZCTA 87083,569
New Mexico,ZCTA 87102,21204
New Mexico,ZCTA 87104,12123
New Mexico,ZCTA 87105,57680
New Mexico,ZCTA 87106,27013
New Mexico,ZCTA 87107,31183
New Mexico,ZCTA 87108,38647
New Mexico,ZCTA 87109,40432
New Mexico,ZCTA 87110,38587
New Mexico,ZCTA 87111,56490
New Mexico,ZCTA 87112,43584
New Mexico,ZCTA 87113,14477
New Mexico,ZCTA 87114,61623
New Mexico,ZCTA 87116,4117
New Mexico,ZCTA 87117,310
New Mexico,ZCTA 87120,58023
New Mexico,ZCTA 87121,76721
New Mexico,ZCTA 87122,17977
New Mexico,ZCTA 87123,41468
New Mexico,ZCTA 87124,51404
New Mexico,ZCTA 87144,37719
New Mexico,ZCTA 87301,23674
New Mexico,ZCTA 87305,3350
New Mexico,ZCTA 87310,938
New Mexico,ZCTA 87311,4208
New Mexico,ZCTA 87312,579
New Mexico,ZCTA 87313,5662
New Mexico,ZCTA 87315,149
New Mexico,ZCTA 87316,1304
New Mexico,ZCTA 87317,1956
New Mexico,ZCTA 87319,1832
New Mexico,ZCTA 87320,765
New Mexico,ZCTA 87321,2226
New Mexico,ZCTA 87322,247
New Mexico,ZCTA 87323,4558
New Mexico,ZCTA 87325,3034
New Mexico,ZCTA 87326,1688
New Mexico,ZCTA 87327,7883
New Mexico,ZCTA 87328 (part),2483
New Mexico,ZCTA 87347,309
New Mexico,ZCTA 87357,604
New Mexico,ZCTA 87364,1111
New Mexico,ZCTA 87375,3193
New Mexico,ZCTA 87401,46293
New Mexico,ZCTA 87402,11034
New Mexico,ZCTA 87410,17603
New Mexico,ZCTA 87412,966
New Mexico,ZCTA 87413,16792
New Mexico,ZCTA 87415,1791
New Mexico,ZCTA 87416,5454
New Mexico,ZCTA 87417,6910
New Mexico,ZCTA 87418,1059
New Mexico,ZCTA 87419,464
New Mexico,ZCTA 87420,11967
New Mexico,ZCTA 87421,1871
New Mexico,ZCTA 87455,1750
New Mexico,ZCTA 87461,1315
New Mexico,ZCTA 87499,453
New Mexico,ZCTA 87501,15147
New Mexico,ZCTA 87505,31013
New Mexico,ZCTA 87506,12580
New Mexico,ZCTA 87507,45890
New Mexico,ZCTA 87508,18183
New Mexico,ZCTA 87510,1096
New Mexico,ZCTA 87511,2747
New Mexico,ZCTA 87512,199
New Mexico,ZCTA 87513,1007
New Mexico,ZCTA 87514,1345
New Mexico,ZCTA 87515,311
New Mexico,ZCTA 87516,130
New Mexico,ZCTA 87517,356
New Mexico,ZCTA 87518,91
New Mexico,ZCTA 87519,460
New Mexico,ZCTA 87520,1419
New Mexico,ZCTA 87521,1003
New Mexico,ZCTA 87522,3384
New Mexico,ZCTA 87523,405
